app,category,rating,reviews,size,installs,type,price,content_rating,genres,last_updated,current_ver,android_ver
Sample App 775,FINANCE,1.2,67519,40M,"1,000,000+",Free,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 776,GAME,1.0,22355,55M,"1,000+",Free,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 777,HEALTH_AND_FITNESS,3.3,44301,24M,"1,000,000+",Free,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 778,COMMUNICATION,3.8,76192,8M,"1,000,000+",Free,$3.99,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 779,PRODUCTIVITY,4.3,81766,67M,"1,000+",Free,0,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 780,ENTERTAINMENT,4.1,24591,28M,100+,Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 781,SHOPPING,4.3,48310,75M,"1,000+",Paid,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 782,HEALTH_AND_FITNESS,1.3,54040,98M,"10,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 783,ENTERTAINMENT,2.6,64829,27M,"100,000+",Free,$6.99,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 784,TRAVEL,4.9,99529,7M,"100,000+",Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 785,SOCIAL,2.0,68959,30M,"10,000+",Free,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 786,HEALTH_AND_FITNESS,1.3,45336,77M,"10,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 787,GAME,4.6,37116,64M,100+,Paid,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 788,GAME,2.7,86517,32M,"1,000+",Free,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 789,EDUCATION,2.0,44467,93M,"10,000+",Free,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 790,EDUCATION,3.4,87952,14M,100+,Paid,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 791,ENTERTAINMENT,1.8,92988,13M,"10,000+",Free,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 792,EDUCATION,1.6,14972,31M,"1,000+",Paid,$8.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 793,HEALTH_AND_FITNESS,3.9,59320,82M,"10,000+",Paid,$7.99,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 794,EDUCATION,4.8,3377,65M,100+,Paid,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 795,COMMUNICATION,4.9,68944,90M,"100,000+",Free,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 796,HEALTH_AND_FITNESS,3.4,68246,94M,"1,000+",Paid,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 797,SOCIAL,1.2,69138,21M,100+,Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 798,COMMUNICATION,4.6,268,1M,100+,Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 799,GAME,3.7,91100,62M,"100,000+",Paid,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 800,TRAVEL,4.0,61561,2M,"1,000,000+",Paid,$10.99,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 801,TRAVEL,5.0,50049,44M,"1,000+",Paid,$10.99,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 802,EDUCATION,1.9,9939,1M,"100,000+",Free,$1.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 803,PRODUCTIVITY,4.1,46427,16M,100+,Paid,$10.99,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 804,FINANCE,1.0,33266,97M,100+,Free,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 805,FINANCE,1.2,26461,74M,"1,000+",Free,$3.99,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 806,EDUCATION,4.3,75282,15M,"100,000+",Paid,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 807,SOCIAL,3.1,87020,67M,100+,Paid,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 808,FINANCE,5.0,15102,89M,"10,000+",Paid,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 809,SOCIAL,4.7,23171,80M,100+,Paid,$1.99,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 810,ENTERTAINMENT,4.9,51937,55M,100+,Free,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 811,FINANCE,4.8,604,20M,"10,000+",Paid,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 812,COMMUNICATION,4.9,14736,53M,100+,Free,$7.99,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 813,FINANCE,1.2,69049,97M,100+,Free,$8.99,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 814,TRAVEL,4.8,38139,29M,"10,000+",Free,$5.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 815,TRAVEL,1.5,30486,50M,"1,000+",Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 816,HEALTH_AND_FITNESS,1.6,6005,61M,100+,Paid,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 817,FINANCE,3.0,79606,16M,"1,000+",Paid,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 818,COMMUNICATION,2.6,6906,68M,"1,000,000+",Paid,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 819,ENTERTAINMENT,1.9,37114,58M,100+,Free,$3.99,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 820,HEALTH_AND_FITNESS,4.7,85094,20M,"10,000+",Free,$10.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 821,HEALTH_AND_FITNESS,1.0,81566,85M,"1,000+",Paid,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 822,PRODUCTIVITY,2.3,69621,63M,100+,Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 823,HEALTH_AND_FITNESS,3.9,18043,58M,100+,Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 824,SOCIAL,2.6,20467,16M,100+,Paid,$2.99,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 825,COMMUNICATION,2.7,46390,2M,"10,000+",Paid,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 826,EDUCATION,1.5,74730,95M,"10,000+",Paid,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 827,COMMUNICATION,4.6,47836,3M,"10,000+",Paid,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 828,FINANCE,4.3,27538,9M,"100,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 829,SHOPPING,1.1,94968,40M,"1,000+",Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 830,FINANCE,4.7,14414,79M,"100,000+",Free,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 831,PRODUCTIVITY,1.0,18981,62M,"1,000,000+",Paid,0,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 832,COMMUNICATION,1.9,62900,14M,"1,000+",Free,$5.99,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 833,TRAVEL,1.3,21376,46M,"10,000+",Paid,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 834,FINANCE,2.3,94296,89M,"1,000,000+",Paid,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 835,SHOPPING,4.3,38844,79M,100+,Paid,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 836,PRODUCTIVITY,2.6,42929,3M,"100,000+",Paid,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 837,FINANCE,1.0,79367,71M,"100,000+",Free,$9.99,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 838,SHOPPING,3.7,23921,50M,"1,000+",Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 839,HEALTH_AND_FITNESS,2.7,140,10M,"10,000+",Paid,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 840,COMMUNICATION,4.1,10622,34M,"10,000+",Free,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 841,EDUCATION,3.9,40697,99M,"1,000,000+",Paid,$8.99,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 842,TRAVEL,4.6,50569,80M,"10,000+",Paid,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 843,SOCIAL,1.9,76264,27M,"1,000+",Paid,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 844,SOCIAL,4.7,63517,39M,"100,000+",Free,$8.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 845,COMMUNICATION,2.8,49480,62M,"10,000+",Paid,$10.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 846,COMMUNICATION,4.9,41081,67M,"100,000+",Free,$10.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 847,SOCIAL,3.7,24590,90M,"1,000,000+",Free,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 848,SHOPPING,2.2,37229,49M,"1,000,000+",Paid,$9.99,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 849,FINANCE,3.0,28419,78M,"1,000+",Paid,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 850,HEALTH_AND_FITNESS,1.7,7721,65M,"10,000+",Paid,$4.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 851,SOCIAL,3.4,85906,1M,100+,Paid,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 852,TRAVEL,1.4,41106,18M,"100,000+",Free,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 853,EDUCATION,4.3,47760,88M,"100,000+",Free,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 854,ENTERTAINMENT,3.6,49941,69M,"10,000+",Free,$10.99,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 855,ENTERTAINMENT,2.0,77531,79M,"1,000,000+",Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 856,TRAVEL,4.4,75907,17M,"1,000+",Free,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 857,TRAVEL,2.9,4478,25M,"1,000,000+",Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 858,EDUCATION,1.0,50759,100M,"1,000,000+",Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 859,EDUCATION,2.8,29994,43M,100+,Paid,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 860,SHOPPING,4.4,51226,27M,"1,000+",Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 861,ENTERTAINMENT,2.2,14614,14M,"10,000+",Paid,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 862,PRODUCTIVITY,1.1,72001,43M,100+,Free,$4.99,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 863,ENTERTAINMENT,3.3,57441,71M,"100,000+",Free,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 864,FINANCE,3.7,57378,48M,100+,Paid,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 865,ENTERTAINMENT,3.8,91589,48M,"1,000,000+",Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 866,GAME,4.9,65793,90M,"1,000+",Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 867,FINANCE,1.9,3436,77M,"1,000,000+",Paid,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 868,SOCIAL,3.4,92828,13M,"10,000+",Free,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 869,FINANCE,2.5,71578,7M,"10,000+",Paid,$9.99,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 870,COMMUNICATION,2.8,43216,34M,100+,Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 871,HEALTH_AND_FITNESS,2.3,99734,81M,"10,000+",Paid,0,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 872,SHOPPING,3.9,28576,77M,"100,000+",Free,$4.99,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 873,SOCIAL,4.3,98186,81M,100+,Free,$1.99,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 874,TRAVEL,1.5,51711,68M,"1,000,000+",Paid,$8.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 875,SHOPPING,2.1,34138,90M,"1,000,000+",Paid,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 876,FINANCE,3.9,55009,81M,"100,000+",Free,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 877,FINANCE,3.4,52233,34M,"100,000+",Paid,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 878,SHOPPING,2.9,25002,2M,"100,000+",Free,0,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 879,SHOPPING,5.0,78642,71M,"100,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 880,EDUCATION,1.1,92836,94M,"100,000+",Paid,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 881,FINANCE,5.0,79541,93M,100+,Paid,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 882,HEALTH_AND_FITNESS,3.6,18931,24M,100+,Paid,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 883,SHOPPING,4.4,71022,12M,"1,000+",Paid,$2.99,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 884,PRODUCTIVITY,3.6,41916,77M,"1,000,000+",Paid,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 885,GAME,2.9,21735,64M,"10,000+",Paid,$2.99,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 886,ENTERTAINMENT,4.7,1586,17M,"100,000+",Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 887,EDUCATION,3.7,89559,100M,100+,Free,$2.99,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 888,COMMUNICATION,2.9,80003,35M,"100,000+",Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 889,EDUCATION,2.8,37183,97M,"1,000+",Paid,$3.99,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 890,COMMUNICATION,4.3,51406,97M,"1,000+",Free,$1.99,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 891,SHOPPING,4.0,47029,58M,"10,000+",Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 892,GAME,4.5,854,64M,"10,000+",Free,$1.99,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 893,FINANCE,1.7,11774,67M,"100,000+",Paid,$2.99,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 894,FINANCE,4.9,56280,44M,"10,000+",Paid,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 895,PRODUCTIVITY,2.1,76688,98M,"100,000+",Paid,$5.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 896,GAME,1.5,44418,15M,"10,000+",Paid,$3.99,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 897,TRAVEL,3.4,78746,95M,"1,000,000+",Paid,$7.99,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 898,TRAVEL,3.5,75037,12M,100+,Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 899,COMMUNICATION,1.8,16571,56M,100+,Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 900,GAME,4.2,21781,40M,"1,000,000+",Paid,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 901,HEALTH_AND_FITNESS,4.7,72859,25M,"100,000+",Free,$2.99,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 902,TRAVEL,2.7,53022,29M,"1,000,000+",Free,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 903,PRODUCTIVITY,1.5,63350,10M,"1,000+",Paid,$7.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 904,SHOPPING,3.3,47572,60M,"1,000+",Free,$2.99,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 905,GAME,1.8,99266,1M,"1,000+",Paid,$3.99,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 906,FINANCE,4.7,93268,21M,"10,000+",Free,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 907,PRODUCTIVITY,4.5,54198,74M,"1,000,000+",Paid,0,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 908,ENTERTAINMENT,3.7,65661,67M,"1,000+",Paid,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 909,GAME,1.5,20226,57M,"1,000,000+",Free,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 910,TRAVEL,3.0,91512,16M,"1,000,000+",Paid,$2.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 911,SHOPPING,4.3,36829,73M,"1,000,000+",Free,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 912,HEALTH_AND_FITNESS,3.6,44923,34M,"1,000+",Paid,$3.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 913,TRAVEL,1.7,55560,72M,100+,Free,$5.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 914,GAME,3.8,31552,96M,"1,000+",Free,$7.99,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 915,PRODUCTIVITY,1.1,35057,79M,100+,Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 916,SHOPPING,4.6,89863,70M,100+,Paid,$2.99,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 917,PRODUCTIVITY,3.2,43333,26M,"10,000+",Paid,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 918,SOCIAL,3.1,53120,33M,"1,000,000+",Paid,$5.99,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 919,HEALTH_AND_FITNESS,4.2,32961,95M,"1,000+",Free,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 920,GAME,1.2,18703,76M,"100,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 921,FINANCE,2.8,91916,58M,100+,Paid,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 922,COMMUNICATION,1.2,2310,16M,"100,000+",Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 923,EDUCATION,4.8,66215,78M,100+,Paid,$10.99,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 924,SOCIAL,2.6,97445,98M,"100,000+",Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 925,GAME,3.5,14544,9M,"10,000+",Paid,$8.99,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 926,EDUCATION,2.3,26272,47M,"1,000+",Free,$4.99,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 927,SOCIAL,1.8,27550,17M,100+,Free,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 928,FINANCE,2.3,85051,72M,"1,000+",Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 929,PRODUCTIVITY,2.4,18978,6M,"1,000+",Free,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 930,GAME,3.3,28393,98M,"10,000+",Free,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 931,EDUCATION,2.4,3355,94M,100+,Free,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 932,PRODUCTIVITY,2.4,32228,48M,"10,000+",Free,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 933,COMMUNICATION,3.7,34490,1M,100+,Paid,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 934,PRODUCTIVITY,3.9,4376,100M,"10,000+",Free,$8.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 935,COMMUNICATION,1.1,64930,61M,"1,000+",Paid,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 936,FINANCE,1.5,71659,90M,"100,000+",Paid,$10.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 937,FINANCE,3.0,18349,80M,"10,000+",Paid,$9.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 938,FINANCE,1.8,25998,12M,100+,Free,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 939,ENTERTAINMENT,4.2,3536,34M,"1,000,000+",Free,$9.99,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 940,PRODUCTIVITY,1.2,80962,70M,"100,000+",Paid,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 941,ENTERTAINMENT,1.6,56094,23M,"10,000+",Paid,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 942,SOCIAL,1.3,66624,51M,100+,Free,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 943,ENTERTAINMENT,2.1,39452,12M,"10,000+",Free,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 944,GAME,3.2,10319,13M,"1,000,000+",Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 945,ENTERTAINMENT,1.1,95388,25M,100+,Free,$9.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 946,GAME,2.5,77698,83M,100+,Free,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 947,HEALTH_AND_FITNESS,3.3,94740,30M,"100,000+",Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 948,EDUCATION,3.2,16111,70M,"10,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 949,EDUCATION,3.5,63851,11M,100+,Free,$3.99,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 950,HEALTH_AND_FITNESS,3.4,40125,1M,"1,000,000+",Paid,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 951,PRODUCTIVITY,4.1,61024,83M,"100,000+",Free,$2.99,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 952,ENTERTAINMENT,3.6,38537,6M,"10,000+",Paid,$4.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 953,SOCIAL,3.1,20472,74M,"100,000+",Paid,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 954,SHOPPING,2.9,91851,66M,"10,000+",Paid,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 955,FINANCE,3.6,63948,36M,100+,Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 956,TRAVEL,3.7,85726,95M,"1,000+",Paid,$4.99,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 957,SHOPPING,1.9,18449,73M,"100,000+",Paid,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 958,FINANCE,4.4,17310,13M,"100,000+",Free,$3.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 959,PRODUCTIVITY,1.0,88551,18M,"100,000+",Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 960,HEALTH_AND_FITNESS,3.2,76601,59M,"10,000+",Free,$6.99,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 961,COMMUNICATION,3.3,92335,25M,"1,000,000+",Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 962,TRAVEL,4.3,27158,36M,"1,000,000+",Free,$2.99,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 963,SOCIAL,3.0,22619,56M,100+,Free,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 964,GAME,1.3,67391,71M,"100,000+",Paid,$4.99,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 965,GAME,3.3,78005,21M,"1,000+",Free,$5.99,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 966,TRAVEL,3.9,37775,66M,100+,Paid,$5.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 967,SHOPPING,3.1,93549,32M,100+,Free,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 968,GAME,1.9,22340,100M,"100,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
